area,habitaciones,banos,garaje,calidad,zona,tipo,anio,precio
267,6,3,1,Buena,Villas del Rey,Departamento,2002,6759302
295,6,5,3,Lujo,Centro,Casa,2025,13253667
307,4,3,4,Excelente,Villas del Rey,Casa,1990,6196529
204,3,4,1,Mala,Zona Dorada,Departamento,1990,11785314
119,2,1,0,Lujo,Marina Mazatlan,Departamento,2001,9428240
193,3,2,1,Buena,Pradera Dorada,Casa,2024,5685548
280,5,3,0,Mala,Villas del Rey,Departamento,1996,4441134
294,5,3,2,Lujo,Zona Dorada,Casa,1990,19157475
77,1,1,2,Lujo,Pradera Dorada,Departamento,1992,1870941
115,2,1,1,Lujo,Centro,Casa,1998,3341554
119,2,1,1,Lujo,Zona Dorada,Departamento,2015,12295248
198,3,3,1,Mala,Villas del Rey,Departamento,2007,4248580
450,5,3,4,Mala,Villas del Rey,Casa,2002,6919471
230,3,4,1,Lujo,Pradera Dorada,Casa,2012,6768359
300,6,4,3,Excelente,Cerritos,Casa,1999,11454179
85,2,2,2,Buena,Centro,Departamento,2011,2946864
266,5,4,3,Excelente,Cerritos,Casa,2001,9627991
291,5,3,2,Excelente,Zona Dorada,Departamento,2024,31160521
350,4,2,2,Lujo,Villas del Rey,Casa,2011,8378706
288,4,4,2,Regular,Marina Mazatlan,Departamento,2010,21203175
274,6,3,0,Regular,Villas del Rey,Departamento,2019,6433152
155,4,2,2,Excelente,Cerritos,Departamento,2001,6911203
94,2,2,1,Excelente,Pradera Dorada,Departamento,2013,2791353
68,2,2,0,Buena,Villas del Rey,Casa,2009,2172210
182,3,4,1,Mala,Pradera Dorada,Casa,1998,3294716
191,4,4,0,Regular,Pradera Dorada,Departamento,2009,4441928
68,1,2,1,Buena,Centro,Casa,2021,2687501
292,6,4,3,Mala,Marina Mazatlan,Casa,2018,17332462
201,4,2,1,Excelente,Zona Dorada,Departamento,1998,15746284
101,3,3,1,Lujo,Pradera Dorada,Departamento,2007,3902976
320,6,3,4,Excelente,Cerritos,Casa,1992,12537198
103,3,3,0,Lujo,Centro,Casa,1990,3855087
263,6,4,2,Mala,Cerritos,Departamento,2021,11698317
162,3,4,2,Buena,Pradera Dorada,Departamento,2013,3808960
246,4,2,1,Regular,Centro,Departamento,1991,5137255
165,4,2,2,Excelente,Pradera Dorada,Casa,1998,3492310
134,2,2,1,Mala,Centro,Casa,2006,3225847
91,3,2,1,Lujo,Pradera Dorada,Departamento,2012,3643676
231,3,2,2,Lujo,Zona Dorada,Casa,2019,21800834
252,6,3,0,Excelente,Pradera Dorada,Departamento,2015,7020509
215,4,2,2,Regular,Marina Mazatlan,Departamento,1995,13079395
265,6,4,3,Mala,Marina Mazatlan,Casa,2012,14899600
190,4,4,1,Mala,Pradera Dorada,Departamento,2006,4537380
206,4,3,2,Excelente,Villas del Rey,Casa,1998,5164607
163,3,4,2,Buena,Cerritos,Departamento,2014,7479774
222,4,4,1,Regular,Zona Dorada,Departamento,2006,17438456
258,5,5,2,Regular,Centro,Departamento,2014,8988491
186,3,3,2,Lujo,Centro,Casa,1991,5564893
174,4,4,2,Regular,Marina Mazatlan,Departamento,1990,11165694
295,5,3,1,Excelente,Centro,Departamento,2001,8415791
116,3,2,0,Regular,Marina Mazatlan,Casa,1997,5788603
146,2,1,2,Regular,Pradera Dorada,Departamento,2023,3665087
108,3,4,1,Buena,Marina Mazatlan,Casa,2026,8823285
194,4,2,2,Buena,Centro,Casa,1995,4715666
110,3,2,1,Mala,Villas del Rey,Casa,2026,3169001
198,4,4,2,Regular,Pradera Dorada,Departamento,2018,5121299
56,2,1,0,Regular,Villas del Rey,Departamento,2021,1700685
153,3,3,0,Excelente,Cerritos,Departamento,1996,5743084
436,4,2,2,Excelente,Pradera Dorada,Casa,2013,10100244
215,3,3,2,Mala,Zona Dorada,Departamento,1995,12583550
218,4,2,0,Regular,Zona Dorada,Departamento,2017,16497410
120,3,3,1,Lujo,Villas del Rey,Departamento,2008,3718933
231,4,2,1,Excelente,Centro,Casa,2018,8385555
407,4,2,4,Mala,Marina Mazatlan,Casa,2002,20659228
157,4,2,2,Mala,Cerritos,Departamento,2000,5277848
158,4,3,2,Mala,Pradera Dorada,Casa,2002,4098251
270,5,5,1,Buena,Marina Mazatlan,Departamento,2012,22416402
161,4,2,2,Lujo,Zona Dorada,Casa,2014,12978116
224,3,4,1,Excelente,Cerritos,Departamento,2024,11686056
184,4,4,1,Excelente,Pradera Dorada,Casa,2015,5968267
136,3,4,1,Mala,Cerritos,Casa,2002,5484381
196,4,3,1,Lujo,Centro,Departamento,1994,6544913
428,6,5,3,Mala,Pradera Dorada,Casa,2002,9178152
284,6,3,0,Excelente,Zona Dorada,Departamento,2004,23941771
226,3,2,1,Excelente,Cerritos,Casa,2020,9331430
270,5,5,1,Buena,Villas del Rey,Departamento,1994,4995514
146,2,1,2,Mala,Cerritos,Departamento,2000,3727619
209,3,4,1,Lujo,Cerritos,Casa,2024,12869702
159,3,4,2,Mala,Zona Dorada,Casa,2020,12452274
180,3,2,1,Regular,Zona Dorada,Casa,1991,10205570
125,2,2,1,Buena,Marina Mazatlan,Casa,2013,8723584
193,4,4,1,Buena,Zona Dorada,Casa,1999,12085908
200,4,4,1,Lujo,Villas del Rey,Departamento,2011,6044624
61,1,1,0,Lujo,Cerritos,Departamento,2015,2794510
121,2,1,1,Mala,Centro,Departamento,2006,2992968
287,4,3,0,Regular,Centro,Departamento,2021,7793362
230,3,4,2,Regular,Pradera Dorada,Casa,2026,5519976
301,6,4,2,Buena,Zona Dorada,Casa,1996,19247859
93,2,2,0,Buena,Cerritos,Casa,2024,4390199
336,6,5,2,Excelente,Cerritos,Casa,1991,12481280
435,5,5,3,Buena,Villas del Rey,Casa,2011,9691252
287,6,5,2,Buena,Pradera Dorada,Casa,2003,7601831
129,2,1,1,Lujo,Cerritos,Departamento,2011,6250841
270,5,5,3,Regular,Cerritos,Casa,2015,11268315
258,5,3,3,Mala,Pradera Dorada,Casa,2006,6484436
232,3,2,1,Lujo,Pradera Dorada,Casa,2008,5867104
392,5,3,3,Lujo,Pradera Dorada,Casa,2009,10376234
58,2,1,1,Buena,Centro,Departamento,2022,2845670
217,3,3,1,Mala,Pradera Dorada,Departamento,1991,3569602
130,3,2,2,Regular,Centro,Casa,1994,3396342
64,1,2,1,Regular,Cerritos,Casa,1990,2313800
262,5,3,1,Excelente,Zona Dorada,Departamento,2000,21000316
437,4,4,4,Excelente,Villas del Rey,Casa,2013,9243473
84,2,1,0,Buena,Marina Mazatlan,Casa,2014,5637442
225,4,3,2,Lujo,Centro,Departamento,2013,9540779
243,3,3,2,Buena,Marina Mazatlan,Departamento,1995,14246831
56,1,1,1,Lujo,Cerritos,Departamento,2024,3715355
206,3,3,1,Mala,Centro,Departamento,2020,6274820
98,2,1,0,Excelente,Pradera Dorada,Casa,2020,2904648
122,3,2,1,Lujo,Marina Mazatlan,Departamento,2024,12450715
238,4,2,1,Lujo,Centro,Casa,2024,9235101
252,5,5,0,Buena,Marina Mazatlan,Departamento,2008,19360293
75,2,1,2,Lujo,Cerritos,Departamento,1994,3484715
312,5,3,2,Lujo,Zona Dorada,Casa,2000,21220263
402,4,3,4,Excelente,Marina Mazatlan,Casa,2025,35160613
187,4,4,2,Buena,Cerritos,Casa,2002,7519578
161,3,3,2,Regular,Cerritos,Departamento,2020,6683819
163,4,3,0,Lujo,Cerritos,Departamento,2018,9255060
93,3,4,0,Excelente,Zona Dorada,Departamento,2003,8816797
251,4,4,1,Buena,Cerritos,Departamento,2026,12394416
132,3,4,1,Excelente,Pradera Dorada,Casa,2020,4126456
81,2,2,0,Lujo,Pradera Dorada,Departamento,2016,2976453
199,4,2,1,Lujo,Cerritos,Casa,2008,8651515
205,3,3,0,Mala,Pradera Dorada,Departamento,2021,4598176
290,4,4,3,Regular,Centro,Casa,1994,6781748
129,2,1,2,Buena,Villas del Rey,Casa,1998,2579718
203,4,3,1,Excelente,Villas del Rey,Departamento,2009,5809430
431,5,3,2,Regular,Centro,Casa,2020,12320367
150,3,2,1,Regular,Zona Dorada,Casa,2008,10091881
430,4,4,4,Mala,Centro,Casa,2017,11674214
86,2,2,1,Mala,Marina Mazatlan,Casa,2004,5187561
299,6,3,1,Buena,Villas del Rey,Departamento,2000,5626138
338,5,4,4,Regular,Zona Dorada,Casa,2021,25155378
86,2,2,2,Mala,Zona Dorada,Departamento,2016,6883074
190,3,2,0,Lujo,Cerritos,Departamento,2013,8858932
108,3,3,2,Lujo,Centro,Departamento,2025,6674599
168,4,3,0,Buena,Marina Mazatlan,Departamento,1999,10237528
63,2,2,0,Excelente,Zona Dorada,Departamento,2023,6952962
321,5,5,2,Excelente,Villas del Rey,Casa,2026,9497700
91,2,1,2,Mala,Marina Mazatlan,Departamento,2022,6237122
113,3,3,1,Mala,Pradera Dorada,Departamento,2015,3864354
257,5,5,0,Lujo,Centro,Departamento,2024,13045585
195,4,2,2,Regular,Zona Dorada,Casa,1994,10194213
129,3,2,2,Mala,Marina Mazatlan,Casa,1996,5878354
232,4,3,1,Mala,Centro,Departamento,2002,6107862
203,3,2,2,Buena,Pradera Dorada,Departamento,2006,5355066
237,3,2,2,Mala,Pradera Dorada,Casa,2008,4653418
140,2,2,0,Excelente,Marina Mazatlan,Departamento,2006,10588890
234,4,2,1,Excelente,Cerritos,Departamento,1999,8311712
109,2,1,1,Excelente,Centro,Departamento,2010,3877013
323,6,4,3,Lujo,Cerritos,Casa,1994,13411773
150,3,2,1,Lujo,Zona Dorada,Departamento,2022,17437333
366,4,3,4,Buena,Pradera Dorada,Casa,2025,9153855
265,6,4,0,Mala,Cerritos,Departamento,1991,7509673
165,3,3,1,Mala,Zona Dorada,Departamento,1992,9087328
261,4,2,1,Regular,Cerritos,Departamento,2003,10127672
140,2,2,0,Buena,Marina Mazatlan,Departamento,1996,9295180
318,6,5,4,Excelente,Pradera Dorada,Casa,2009,7673258
116,2,2,2,Excelente,Pradera Dorada,Departamento,1994,3022779
107,3,4,1,Excelente,Pradera Dorada,Departamento,1992,3465354
114,3,4,0,Lujo,Villas del Rey,Casa,2020,4782575
129,3,3,0,Mala,Zona Dorada,Departamento,2012,9610480
97,2,1,0,Mala,Villas del Rey,Casa,2016,1907582
150,2,1,2,Regular,Cerritos,Casa,2017,5639789
126,3,3,0,Mala,Marina Mazatlan,Departamento,1990,7429904
210,4,2,1,Regular,Villas del Rey,Departamento,2005,4147416
198,3,4,2,Mala,Pradera Dorada,Departamento,2004,5352190
193,4,3,0,Excelente,Centro,Departamento,2010,6631043
97,2,1,0,Regular,Centro,Departamento,2019,2988808
376,4,4,3,Regular,Marina Mazatlan,Casa,1992,18731826
232,3,2,1,Lujo,Zona Dorada,Casa,2026,21157725
314,6,3,4,Lujo,Zona Dorada,Casa,1991,21549504
72,2,1,2,Lujo,Zona Dorada,Departamento,2025,9354027
192,4,2,2,Regular,Cerritos,Departamento,1994,6807860
254,4,2,1,Lujo,Centro,Departamento,2008,8648141
208,3,4,0,Lujo,Centro,Departamento,2013,6927799
149,2,2,2,Lujo,Centro,Casa,1994,4734431
62,1,2,0,Mala,Pradera Dorada,Departamento,2025,1597625
267,5,4,0,Mala,Pradera Dorada,Departamento,2002,6306732
160,4,4,1,Excelente,Villas del Rey,Departamento,2021,5716844
93,3,2,1,Lujo,Cerritos,Casa,1997,4000185
351,5,3,2,Regular,Marina Mazatlan,Casa,2013,19662355
62,1,2,0,Regular,Marina Mazatlan,Casa,1999,3755563
400,5,5,4,Regular,Zona Dorada,Casa,2014,25250188
161,4,4,0,Regular,Marina Mazatlan,Departamento,1992,9849382
125,2,2,2,Mala,Marina Mazatlan,Departamento,1996,7017403
378,5,3,2,Excelente,Zona Dorada,Casa,2022,30294437
222,4,3,2,Regular,Zona Dorada,Departamento,2024,19930012
389,6,4,3,Buena,Marina Mazatlan,Casa,2026,29434384
247,3,2,2,Mala,Zona Dorada,Casa,2004,13525711
116,2,2,1,Mala,Centro,Departamento,2015,3144457
199,3,2,2,Mala,Zona Dorada,Casa,2009,10391177
209,4,3,1,Buena,Zona Dorada,Departamento,1990,13896285
178,3,4,1,Lujo,Pradera Dorada,Casa,2004,5383381
439,4,2,4,Lujo,Centro,Casa,2017,16368403
211,3,2,0,Buena,Marina Mazatlan,Departamento,2005,14829095
128,3,4,1,Lujo,Centro,Departamento,2016,5702628
134,3,3,1,Buena,Pradera Dorada,Departamento,2023,4949912
207,3,2,2,Buena,Villas del Rey,Casa,1991,4126192
225,4,4,1,Mala,Villas del Rey,Departamento,2020,5342756
74,2,1,1,Buena,Zona Dorada,Casa,1991,4147996
212,3,4,1,Buena,Villas del Rey,Casa,2016,5257245
419,5,5,3,Excelente,Cerritos,Casa,2009,17108874
293,6,3,2,Excelente,Villas del Rey,Departamento,2022,7214535
162,4,4,1,Mala,Cerritos,Casa,2023,6414320
207,3,3,1,Mala,Villas del Rey,Departamento,2013,4173825
96,2,2,0,Buena,Marina Mazatlan,Departamento,2002,7888354
289,4,3,4,Excelente,Centro,Casa,2013,10341935
77,2,1,1,Excelente,Centro,Departamento,2015,3008900
147,3,3,1,Mala,Villas del Rey,Departamento,2010,3040663
91,3,3,0,Mala,Villas del Rey,Casa,2020,2690570
290,5,3,2,Lujo,Villas del Rey,Departamento,2003,8208971
129,3,2,2,Lujo,Marina Mazatlan,Departamento,2018,13250658
250,4,2,2,Buena,Cerritos,Casa,1992,8194554
54,1,1,1,Buena,Pradera Dorada,Departamento,2009,1582405
449,5,3,3,Lujo,Cerritos,Casa,2002,19026066
167,3,4,2,Regular,Villas del Rey,Casa,1995,2714076
173,3,2,1,Buena,Marina Mazatlan,Departamento,2016,14370043
239,4,4,2,Regular,Centro,Casa,2011,7906203
363,6,5,2,Lujo,Zona Dorada,Casa,2022,36536664
246,3,4,2,Lujo,Centro,Casa,1996,7151611
228,3,2,2,Excelente,Zona Dorada,Departamento,1995,15550627
273,4,4,2,Regular,Cerritos,Departamento,2020,10238085
113,2,2,1,Buena,Zona Dorada,Casa,1993,7332267
156,3,2,0,Buena,Centro,Departamento,1996,3311492
60,2,2,2,Regular,Villas del Rey,Departamento,2015,1831300
407,5,5,3,Lujo,Pradera Dorada,Casa,2026,13549381
219,3,2,0,Mala,Villas del Rey,Departamento,2021,4690218
230,4,3,2,Lujo,Zona Dorada,Departamento,2018,26313201
296,5,4,1,Excelente,Pradera Dorada,Departamento,2015,7534764
149,2,2,2,Mala,Marina Mazatlan,Departamento,2022,11735805
209,3,2,2,Excelente,Marina Mazatlan,Casa,1999,12503261
152,4,2,2,Regular,Zona Dorada,Casa,2016,10751339
121,3,2,2,Lujo,Centro,Departamento,2017,5477726
169,3,3,1,Regular,Pradera Dorada,Casa,1997,3625875
379,6,4,3,Lujo,Centro,Casa,2000,10111534
99,2,1,2,Buena,Marina Mazatlan,Departamento,2015,8410207
148,2,2,2,Buena,Cerritos,Departamento,2019,6602354
117,2,1,0,Excelente,Pradera Dorada,Casa,2015,2666484
272,6,5,1,Regular,Marina Mazatlan,Departamento,1999,16115407
142,2,2,1,Buena,Centro,Casa,2005,4734185
159,4,4,2,Regular,Centro,Casa,1996,4729795
289,4,3,1,Regular,Marina Mazatlan,Departamento,1993,15820260
69,2,1,0,Mala,Cerritos,Casa,2017,2696452
428,4,3,4,Lujo,Zona Dorada,Casa,2005,37520249
151,3,3,2,Regular,Marina Mazatlan,Casa,1993,8201389
174,3,3,0,Lujo,Pradera Dorada,Departamento,1998,4428676
172,3,4,2,Regular,Villas del Rey,Casa,2004,4437911
298,5,4,2,Excelente,Centro,Casa,1997,7891767
84,3,3,1,Buena,Villas del Rey,Casa,1999,2141018
267,5,4,2,Regular,Villas del Rey,Casa,2011,5667608
167,3,4,1,Mala,Marina Mazatlan,Casa,2018,10975122
184,4,4,2,Mala,Zona Dorada,Casa,1993,8385159
418,5,5,4,Regular,Cerritos,Casa,2021,18071381
297,5,5,3,Buena,Pradera Dorada,Casa,1993,6646650
183,3,3,0,Mala,Zona Dorada,Departamento,2024,15493632
170,3,4,1,Buena,Cerritos,Casa,1996,5793377
159,4,2,1,Regular,Zona Dorada,Departamento,1997,9006053
124,2,2,2,Regular,Cerritos,Casa,2020,5729615
60,1,2,2,Mala,Zona Dorada,Departamento,2004,4538308
240,3,4,1,Lujo,Cerritos,Casa,2016,13545291
154,3,4,1,Regular,Zona Dorada,Casa,1999,8896578
410,5,4,2,Buena,Centro,Casa,1994,10374120
208,3,4,1,Mala,Zona Dorada,Departamento,2010,15174158
266,4,4,1,Lujo,Cerritos,Departamento,2005,14122549
326,5,5,3,Lujo,Marina Mazatlan,Casa,1998,19994488
241,4,3,1,Excelente,Cerritos,Departamento,2003,11036805
161,4,2,2,Mala,Marina Mazatlan,Casa,2013,9503892
208,3,2,0,Buena,Marina Mazatlan,Departamento,1997,11591148
91,2,2,1,Mala,Pradera Dorada,Casa,2023,2845090
294,6,4,4,Lujo,Cerritos,Casa,1993,10940635
329,5,5,3,Lujo,Cerritos,Casa,1995,12449003
344,6,5,3,Regular,Villas del Rey,Casa,2005,8005180
188,4,4,2,Excelente,Centro,Casa,2023,8499568
95,2,2,2,Mala,Pradera Dorada,Departamento,1990,1942412
203,3,3,1,Mala,Pradera Dorada,Casa,2013,4186197
185,3,2,2,Regular,Centro,Departamento,2000,4304355
123,3,4,2,Regular,Cerritos,Casa,2003,5540885
115,3,4,0,Regular,Cerritos,Departamento,2022,5076986
181,3,2,2,Lujo,Cerritos,Departamento,2016,9453766
55,2,2,1,Excelente,Pradera Dorada,Departamento,2002,2021649
74,1,1,1,Regular,Cerritos,Departamento,2013,3271202
172,4,3,1,Buena,Villas del Rey,Casa,2012,4026270
366,6,4,3,Lujo,Zona Dorada,Casa,2020,32869001
97,2,1,0,Buena,Zona Dorada,Departamento,1998,6478102
433,4,3,4,Mala,Zona Dorada,Casa,1997,18261446
226,4,2,1,Lujo,Marina Mazatlan,Casa,2011,18129786
114,2,2,1,Regular,Cerritos,Casa,2005,4194427
384,6,3,3,Lujo,Cerritos,Casa,1995,16154646
357,4,2,4,Excelente,Villas del Rey,Casa,2005,7467077
282,5,3,1,Lujo,Centro,Departamento,2013,9753109
269,4,3,0,Mala,Pradera Dorada,Departamento,2021,6055491
197,3,4,2,Regular,Marina Mazatlan,Departamento,1997,12444504
248,4,4,0,Lujo,Centro,Departamento,2025,10786730
309,4,2,4,Mala,Pradera Dorada,Casa,2006,5704497
104,3,3,2,Regular,Cerritos,Departamento,1999,3856380
227,3,4,0,Buena,Pradera Dorada,Departamento,2012,6176089
157,4,4,1,Lujo,Zona Dorada,Departamento,2013,17947862
243,3,4,1,Lujo,Pradera Dorada,Departamento,1998,5691035
51,2,2,0,Excelente,Pradera Dorada,Departamento,1998,1678218
184,4,2,1,Regular,Pradera Dorada,Casa,2007,4639771
291,5,3,2,Lujo,Marina Mazatlan,Casa,2012,22742607
421,4,2,3,Regular,Pradera Dorada,Casa,2026,9623269
269,6,3,2,Buena,Pradera Dorada,Departamento,1994,5602696
448,4,2,2,Excelente,Pradera Dorada,Casa,2010,9467575
82,2,1,2,Regular,Marina Mazatlan,Departamento,1995,5191857
278,5,3,3,Lujo,Zona Dorada,Casa,2004,26550854
230,3,2,2,Excelente,Zona Dorada,Departamento,2003,18910100
406,6,4,4,Buena,Marina Mazatlan,Casa,2022,27168684
349,6,4,2,Lujo,Villas del Rey,Casa,1999,7089597
210,3,2,2,Lujo,Zona Dorada,Departamento,1997,17916265
73,2,2,0,Excelente,Centro,Casa,1997,2296909
178,3,4,2,Regular,Marina Mazatlan,Departamento,2006,14214288
338,6,4,4,Buena,Cerritos,Casa,2013,13181337
106,2,1,0,Mala,Zona Dorada,Departamento,2003,7091929
200,3,2,1,Buena,Cerritos,Casa,2000,6535725
341,5,5,4,Mala,Cerritos,Casa,2022,13446168
187,4,3,1,Mala,Villas del Rey,Casa,2016,4328585
129,3,4,2,Mala,Pradera Dorada,Departamento,2023,4550403
376,4,4,4,Regular,Pradera Dorada,Casa,2018,9485751
67,2,2,1,Lujo,Pradera Dorada,Departamento,2017,2824736
73,1,2,1,Regular,Zona Dorada,Casa,2022,5150616
179,4,2,2,Lujo,Marina Mazatlan,Departamento,2024,21580842
183,4,2,2,Buena,Marina Mazatlan,Casa,1999,9616339
129,3,3,1,Buena,Cerritos,Casa,1994,5014460
256,4,3,0,Lujo,Marina Mazatlan,Departamento,2021,24491761
244,4,2,2,Buena,Centro,Departamento,2017,8217100
363,6,4,4,Excelente,Zona Dorada,Casa,1991,23683510
268,5,4,4,Mala,Villas del Rey,Casa,2004,6927697
293,6,3,3,Mala,Centro,Casa,1998,6468803
198,4,3,0,Buena,Pradera Dorada,Departamento,2013,4860235
377,6,3,2,Regular,Cerritos,Casa,2016,15336574
354,6,3,3,Buena,Villas del Rey,Casa,1990,5980513
154,4,2,1,Buena,Zona Dorada,Departamento,2024,15398788
61,2,1,1,Mala,Villas del Rey,Casa,2018,1638098
299,4,3,1,Buena,Villas del Rey,Departamento,1992,5314639
128,3,2,2,Buena,Centro,Departamento,2010,4252690
88,2,1,1,Regular,Centro,Departamento,2019,2720078
57,1,1,0,Regular,Villas del Rey,Departamento,2000,1209059
244,4,3,1,Lujo,Pradera Dorada,Departamento,2003,6750189
263,4,2,2,Mala,Centro,Departamento,2023,8782626
111,3,2,0,Excelente,Pradera Dorada,Departamento,2019,4138844
119,2,1,0,Regular,Villas del Rey,Casa,2021,2350592
362,5,5,2,Excelente,Cerritos,Casa,2001,12306216
105,3,4,1,Lujo,Marina Mazatlan,Departamento,2025,12762000
256,6,5,2,Lujo,Villas del Rey,Departamento,2025,10967911
361,6,5,3,Regular,Villas del Rey,Casa,2001,5884278
106,2,1,2,Buena,Zona Dorada,Departamento,1993,6892135
417,5,5,2,Regular,Pradera Dorada,Casa,2019,10119725
237,3,4,2,Lujo,Pradera Dorada,Departamento,2025,7742632
206,3,2,1,Mala,Marina Mazatlan,Casa,2004,11183200
270,5,4,0,Buena,Zona Dorada,Departamento,2023,24137598
70,2,1,1,Excelente,Zona Dorada,Casa,2009,6252546
98,2,1,0,Excelente,Zona Dorada,Departamento,2008,9036751
208,3,4,2,Mala,Pradera Dorada,Departamento,2006,5451683
69,2,1,1,Regular,Pradera Dorada,Departamento,2017,1747264
312,5,5,4,Lujo,Cerritos,Casa,2004,15481839
137,3,3,0,Lujo,Marina Mazatlan,Departamento,2010,12229784
302,5,5,3,Regular,Pradera Dorada,Casa,2006,7060198
137,3,2,1,Regular,Villas del Rey,Departamento,2022,3440924
263,4,2,0,Regular,Zona Dorada,Departamento,2007,19129178
299,4,4,0,Buena,Cerritos,Departamento,2017,13075670
392,4,3,2,Buena,Centro,Casa,2021,10310219
381,5,3,4,Regular,Pradera Dorada,Casa,1995,6503262
343,4,3,3,Regular,Pradera Dorada,Casa,2020,7104150
245,4,3,0,Mala,Cerritos,Departamento,1990,6382368
122,2,2,2,Mala,Pradera Dorada,Departamento,2006,2967455
168,3,3,1,Buena,Marina Mazatlan,Casa,2001,8492873
225,4,2,1,Regular,Zona Dorada,Departamento,2024,17899120
230,3,3,2,Regular,Centro,Casa,2006,6273685
363,5,4,2,Mala,Zona Dorada,Casa,2022,25030433
285,5,3,4,Mala,Zona Dorada,Casa,2006,15561618
372,6,4,4,Mala,Villas del Rey,Casa,2014,5596973
200,3,4,1,Lujo,Centro,Casa,2013,7946239
254,4,3,3,Mala,Marina Mazatlan,Casa,2020,15045174
304,5,4,4,Excelente,Zona Dorada,Casa,2015,25715876
135,2,1,1,Excelente,Zona Dorada,Departamento,2001,10485548
166,4,3,2,Regular,Centro,Departamento,1992,4405580
87,2,1,1,Buena,Centro,Departamento,1996,2313989
389,6,3,2,Regular,Villas del Rey,Casa,2020,7910009
317,4,4,3,Regular,Cerritos,Casa,2012,13283450
411,6,3,4,Excelente,Villas del Rey,Casa,1999,6814065
287,4,3,1,Buena,Zona Dorada,Departamento,2022,26031912
118,2,2,0,Excelente,Cerritos,Departamento,2004,5258723
213,3,2,1,Mala,Cerritos,Departamento,2008,7171783
249,4,2,2,Mala,Pradera Dorada,Casa,2010,5032631
154,3,4,1,Lujo,Centro,Departamento,2005,6338654
147,2,1,2,Lujo,Villas del Rey,Departamento,1999,3415258
175,3,3,0,Regular,Marina Mazatlan,Departamento,2018,12788978
306,4,4,3,Buena,Cerritos,Casa,1998,10211094
241,4,3,2,Lujo,Zona Dorada,Departamento,1991,21521538
62,1,1,1,Buena,Pradera Dorada,Departamento,1995,1412309
196,3,2,2,Mala,Pradera Dorada,Casa,2013,3957021
372,5,4,4,Regular,Zona Dorada,Casa,2000,18817391
352,4,3,4,Mala,Zona Dorada,Casa,1998,15730293
246,4,2,2,Regular,Cerritos,Casa,2007,8526518
255,6,5,1,Excelente,Cerritos,Departamento,1996,9970246
201,3,2,1,Regular,Zona Dorada,Departamento,1999,11383763
331,5,4,2,Mala,Pradera Dorada,Casa,1998,5650056
47,1,1,0,Excelente,Marina Mazatlan,Departamento,2013,4171098
262,5,3,2,Excelente,Marina Mazatlan,Casa,2001,14875084
401,6,4,3,Buena,Villas del Rey,Casa,1996,7360121
180,4,3,0,Mala,Villas del Rey,Departamento,2006,2973795
165,3,2,2,Buena,Pradera Dorada,Departamento,1999,3726635
131,3,3,1,Lujo,Zona Dorada,Departamento,2026,16695551
176,3,3,1,Mala,Pradera Dorada,Casa,1999,3679888
229,3,2,1,Mala,Pradera Dorada,Departamento,2020,5150524
92,3,4,0,Regular,Marina Mazatlan,Departamento,1993,6021054
186,3,3,0,Regular,Villas del Rey,Departamento,2000,3093706
94,2,1,1,Mala,Villas del Rey,Casa,2017,1877703
358,5,4,3,Mala,Marina Mazatlan,Casa,2026,20572246
179,3,4,2,Regular,Pradera Dorada,Casa,2013,5219184
82,3,4,1,Excelente,Centro,Departamento,2011,4102574
283,4,3,2,Lujo,Villas del Rey,Casa,2019,7919943
444,4,3,3,Buena,Marina Mazatlan,Casa,1997,23832789
195,3,2,2,Buena,Cerritos,Casa,1997,6208474
253,5,5,1,Mala,Marina Mazatlan,Departamento,2014,16904368
188,3,2,1,Buena,Villas del Rey,Casa,2003,4051427
167,3,3,2,Regular,Centro,Casa,2019,5704114
124,3,3,1,Lujo,Zona Dorada,Departamento,2004,13133575
281,4,3,3,Buena,Zona Dorada,Casa,2009,18589054
195,3,4,0,Lujo,Marina Mazatlan,Departamento,2017,18715896
410,6,3,3,Lujo,Pradera Dorada,Casa,2020,12426345
61,2,2,0,Lujo,Marina Mazatlan,Casa,2021,5808951
160,4,4,2,Lujo,Pradera Dorada,Departamento,1996,4870945
255,5,4,3,Mala,Villas del Rey,Casa,1990,4015267
217,3,3,2,Regular,Marina Mazatlan,Casa,2005,13041612
399,4,3,4,Mala,Zona Dorada,Casa,2022,22142157
247,3,2,2,Buena,Cerritos,Casa,2014,9963158
112,2,1,0,Buena,Cerritos,Departamento,2003,4301052
178,3,3,0,Excelente,Marina Mazatlan,Departamento,2025,18921225
185,4,2,0,Regular,Centro,Departamento,1997,4340872
153,4,2,1,Buena,Zona Dorada,Departamento,2003,11551277
289,4,3,1,Lujo,Cerritos,Departamento,2019,15563280
286,5,4,2,Buena,Pradera Dorada,Departamento,2011,8092662
210,3,2,2,Buena,Centro,Casa,2014,6837958
86,3,3,0,Excelente,Cerritos,Departamento,1992,3902298
131,2,1,2,Lujo,Zona Dorada,Casa,2001,9827264
156,3,4,1,Lujo,Centro,Departamento,2017,6387392
214,4,3,1,Regular,Zona Dorada,Casa,2022,14748848
250,3,2,2,Buena,Villas del Rey,Casa,2020,4963708
441,6,4,2,Excelente,Zona Dorada,Casa,2001,26952659
238,4,4,2,Regular,Cerritos,Casa,2005,9056651
243,3,3,0,Regular,Cerritos,Departamento,2020,9016332
